,clickstream_userid,S0,S1,S2,S3,Model Score S0,Model Score S1,Model Score S2,Model Score S3
3dd1de0efa831660f43f08d3e702e734,3dd1de0efa831660f43f08d3e702e734,1,0,0,0,0.8,0.0,0.2,0.1
f0c84827db2b0b78f85410882b3026e0,f0c84827db2b0b78f85410882b3026e0,0,0,1,0,0.14,0.04,0.88,0.22
6a99109a2a5f39b570c865157d8cc57f,6a99109a2a5f39b570c865157d8cc57f,0,0,1,0,0.28,0.06,0.86,0.02
d0d80993fa06a8b61c4ff378dfce637e,d0d80993fa06a8b61c4ff378dfce637e,0,0,1,0,0.12,0.02,0.8,0.08
576e546d848aea729a5b8a01ecf3e828,576e546d848aea729a5b8a01ecf3e828,1,0,0,0,0.82,0.04,0.24,0.06
58dfa1753853e6ac1794460f1a57273e,58dfa1753853e6ac1794460f1a57273e,0,0,1,0,0.12,0.1,0.8,0.04
dbc90e14802d9448fc4ed82aa0ba33b4,dbc90e14802d9448fc4ed82aa0ba33b4,0,0,1,0,0.14,0.08,0.66,0.04
5611c5d288f4c43cc817a472220501ca,5611c5d288f4c43cc817a472220501ca,1,0,0,0,0.72,0.06,0.08,0.06
6b28284e75ace504e546c927eea95a38,6b28284e75ace504e546c927eea95a38,0,0,0,1,0.08,0.0,0.14,0.7
23950286a1929d4a622c8024627b9344,23950286a1929d4a622c8024627b9344,0,0,1,0,0.14,0.0,0.76,0.02
e75482eb246455e7009f7e0d4a91e528,e75482eb246455e7009f7e0d4a91e528,1,0,0,0,0.32,0.0,0.06,0.02
fcbfa258eb429d66de1f6b85e2ae42b1,fcbfa258eb429d66de1f6b85e2ae42b1,0,1,0,0,0.14,0.68,0.12,0.04
2df68434d9589a5622cde3558166e93f,2df68434d9589a5622cde3558166e93f,1,0,0,0,0.34,0.04,0.24,0.06
31d0ce123038841c24c52f0f4bab6d2a,31d0ce123038841c24c52f0f4bab6d2a,1,0,0,0,0.68,0.06,0.14,0.02
e3d7c2f7ac503815834b882eb85da224,e3d7c2f7ac503815834b882eb85da224,1,0,0,0,0.84,0.02,0.2,0.0
84c397140ae0ebdecbfffb6d661f457e,84c397140ae0ebdecbfffb6d661f457e,0,0,1,0,0.14,0.0,0.76,0.04
92442f8d82f53a507cd637ab7b46696d,92442f8d82f53a507cd637ab7b46696d,1,0,0,0,0.28,0.04,0.18,0.02
ed99a8d006c0962c87b313a039124713,ed99a8d006c0962c87b313a039124713,1,0,0,0,0.82,0.04,0.14,0.0
8c9bed32580a96aa48c08652db6774d2,8c9bed32580a96aa48c08652db6774d2,0,0,1,0,0.08,0.04,0.76,0.08
b9e69c527e16db138537bae9d2339dcf,b9e69c527e16db138537bae9d2339dcf,0,0,1,0,0.1,0.04,0.78,0.0
8bed9c2cf2bcda45c871eab854fc69c7,8bed9c2cf2bcda45c871eab854fc69c7,0,1,0,0,0.2,0.7,0.1,0.04
6705c3e96b8de999f13cabfac9ac4645,6705c3e96b8de999f13cabfac9ac4645,1,0,0,0,0.78,0.06,0.18,0.08
9eaa4168992e4a06999493dd7d5701ef,9eaa4168992e4a06999493dd7d5701ef,0,0,1,0,0.2,0.04,0.8,0.06
0e380c4ee1acb9ad072dd35b983cd196,0e380c4ee1acb9ad072dd35b983cd196,0,0,1,0,0.08,0.08,0.76,0.02
61b4a64056871cab0fa1533ac08c4c92,61b4a64056871cab0fa1533ac08c4c92,1,0,0,0,0.68,0.02,0.16,0.0
11080e194ec4e5dc0d0bbbd4d88c4152,11080e194ec4e5dc0d0bbbd4d88c4152,1,0,0,0,0.82,0.02,0.4,0.0
17913ab9472f1ae4663c05709f538d05,17913ab9472f1ae4663c05709f538d05,0,0,0,1,0.12,0.0,0.18,0.78
277ae90ca80d12578fd71fd142e3b81a,277ae90ca80d12578fd71fd142e3b81a,1,0,0,0,0.84,0.02,0.08,0.02
ebec73a4a8f0d37fd4b536f3b46133d6,ebec73a4a8f0d37fd4b536f3b46133d6,0,0,1,0,0.06,0.0,0.76,0.02
f170e57287047212267e88905f3c5588,f170e57287047212267e88905f3c5588,0,0,1,0,0.12,0.02,0.8,0.02
90cd905aa838c57a3a13a4abcd86e048,90cd905aa838c57a3a13a4abcd86e048,0,0,0,1,0.08,0.08,0.2,0.14
720cf67036cd877b8118e7a06a801ce6,720cf67036cd877b8118e7a06a801ce6,1,0,0,0,0.78,0.02,0.14,0.04
f812a18a0688fdc6a148b17bc728a633,f812a18a0688fdc6a148b17bc728a633,1,0,0,0,0.78,0.04,0.14,0.02
b3dc8f953b5d250aadc6bebb77973c13,b3dc8f953b5d250aadc6bebb77973c13,0,1,0,0,0.18,0.58,0.12,0.06
6482f4833a1132a74aa8a796554625d9,6482f4833a1132a74aa8a796554625d9,0,1,0,0,0.06,0.76,0.24,0.0
d20f253301321bc059e344641dc53d80,d20f253301321bc059e344641dc53d80,0,0,1,0,0.14,0.06,0.76,0.06
552b13777e397ddea4c9e8b0755dd961,552b13777e397ddea4c9e8b0755dd961,0,0,1,0,0.18,0.02,0.8,0.02
e310564e1051f97c4f84d7a8114388d3,e310564e1051f97c4f84d7a8114388d3,0,0,1,0,0.16,0.02,0.76,0.04
262379c62df6e9ec9a730638c0defe7c,262379c62df6e9ec9a730638c0defe7c,1,0,0,0,0.84,0.0,0.1,0.02
d0f5b2b40c1a8cf0b3203c3abd5c24be,d0f5b2b40c1a8cf0b3203c3abd5c24be,0,0,1,0,0.1,0.06,0.88,0.04
5f1709fe003f90acd73dd2287806d07b,5f1709fe003f90acd73dd2287806d07b,0,1,0,0,0.3,0.68,0.18,0.02
0af5b097ba4fbca8740f7666309a6b58,0af5b097ba4fbca8740f7666309a6b58,0,0,1,0,0.2,0.08,0.84,0.04
f3f5fc246703b73d1deb755262534d08,f3f5fc246703b73d1deb755262534d08,0,0,1,0,0.2,0.04,0.76,0.04
763994f3d9de9e13a6c00fddcac91620,763994f3d9de9e13a6c00fddcac91620,0,0,1,0,0.48,0.02,0.82,0.04
3670ba17f5f90f2cd9698ac87eabf24a,3670ba17f5f90f2cd9698ac87eabf24a,1,0,0,0,0.62,0.02,0.48,0.0
2b74d968601e9f2393f7f8d31466d107,2b74d968601e9f2393f7f8d31466d107,1,0,0,0,0.84,0.02,0.1,0.06
b09ed7fba2b7dd96f73ee414e22d2a76,b09ed7fba2b7dd96f73ee414e22d2a76,1,0,0,0,0.88,0.08,0.06,0.32
92ee4627f9043928e539a77123eb6880,92ee4627f9043928e539a77123eb6880,1,0,0,0,0.82,0.06,0.06,0.08
8cffd3af08d4f9ccc87aa6080c285345,8cffd3af08d4f9ccc87aa6080c285345,0,0,1,0,0.12,0.0,0.72,0.1
7ac18f3edde62892efa867d4519fed81,7ac18f3edde62892efa867d4519fed81,0,1,0,0,0.32,0.16,0.1,0.0
76521ea1f6fdccb82868488fcbe60064,76521ea1f6fdccb82868488fcbe60064,1,0,0,0,0.76,0.06,0.08,0.04
3835cb69aa3ef109265535427208e554,3835cb69aa3ef109265535427208e554,1,0,0,0,0.68,0.04,0.28,0.0
14b343c1abb2d26b2c06d2c9633d827d,14b343c1abb2d26b2c06d2c9633d827d,1,0,0,0,0.76,0.04,0.18,0.06
d8ca1ceb9b500a08c68b2df38e4bcfe9,d8ca1ceb9b500a08c68b2df38e4bcfe9,0,0,0,1,0.18,0.04,0.38,0.64
d20e9f2928d7f325ca6bb575ef2883f5,d20e9f2928d7f325ca6bb575ef2883f5,0,0,1,0,0.22,0.04,0.72,0.08
009bba0016652d114e8409cfa1770244,009bba0016652d114e8409cfa1770244,0,0,0,1,0.12,0.02,0.1,0.6
2f7bd950cdba5b36574a035d3e9c0536,2f7bd950cdba5b36574a035d3e9c0536,0,0,1,0,0.14,0.12,0.7,0.12
e69225cb096a81ad3a3c8d783850dd5d,e69225cb096a81ad3a3c8d783850dd5d,0,0,1,0,0.18,0.06,0.82,0.04
82851b57a9549839bb2759b51f1ba0a4,82851b57a9549839bb2759b51f1ba0a4,0,0,1,0,0.22,0.0,0.72,0.04
78bd233bc3a3089d7069dd42d18eb3a7,78bd233bc3a3089d7069dd42d18eb3a7,1,0,0,0,0.7,0.04,0.12,0.04
9c6f85d6fd516df4f35c46d5393787ea,9c6f85d6fd516df4f35c46d5393787ea,0,1,0,0,0.14,0.6,0.18,0.14
f4fa504850318586ece6af125ee2b297,f4fa504850318586ece6af125ee2b297,1,0,0,0,0.84,0.0,0.18,0.02
9cb4bbbdfd987a5b6c0798fe3e1e3b1a,9cb4bbbdfd987a5b6c0798fe3e1e3b1a,0,0,0,1,0.14,0.06,0.18,0.76
7114a582aa4dfb95ea2e6c8378a5781b,7114a582aa4dfb95ea2e6c8378a5781b,1,0,0,0,0.68,0.0,0.18,0.06
cd0b38e36225c5aefb89c481046b40c8,cd0b38e36225c5aefb89c481046b40c8,0,0,1,0,0.16,0.06,0.84,0.04
ec654ffb87dcb4dc4051846ac858d36b,ec654ffb87dcb4dc4051846ac858d36b,0,0,1,0,0.2,0.04,0.84,0.02
e12f50c63e708cb9bf1ccfcb1b245d07,e12f50c63e708cb9bf1ccfcb1b245d07,1,0,0,0,0.28,0.12,0.08,0.08
11fe0618c848fd09679c5882a957f1ec,11fe0618c848fd09679c5882a957f1ec,1,0,0,0,0.7,0.0,0.26,0.02
5391c207502ab573bfe6241c60761ee5,5391c207502ab573bfe6241c60761ee5,1,0,0,0,0.82,0.22,0.08,0.0
84f128c297ff722acce9ab3b8f3c8dd7,84f128c297ff722acce9ab3b8f3c8dd7,1,0,0,0,0.82,0.02,0.12,0.04
3120544761b033b1a12c4bcd84c05a02,3120544761b033b1a12c4bcd84c05a02,0,0,1,0,0.5,0.1,0.84,0.04
04db6a66df0a60af64624cc731815bd5,04db6a66df0a60af64624cc731815bd5,0,1,0,0,0.12,0.66,0.12,0.04
b940e3029cdcd90d3309b8fb913b4a30,b940e3029cdcd90d3309b8fb913b4a30,1,0,0,0,0.74,0.02,0.2,0.0
3454dd153f45c2dfe7d3cd22fd6e54d7,3454dd153f45c2dfe7d3cd22fd6e54d7,1,0,0,0,0.76,0.02,0.46,0.04
d1ba51f1cd20904f7e6ffef90fc860a1,d1ba51f1cd20904f7e6ffef90fc860a1,0,0,0,1,0.2,0.04,0.12,0.72
6f16bb54561adf632047ae7827c95a41,6f16bb54561adf632047ae7827c95a41,0,1,0,0,0.08,0.6,0.14,0.04
0d216c280aa576603e4b5bb3d8a039c7,0d216c280aa576603e4b5bb3d8a039c7,0,0,1,0,0.14,0.0,0.78,0.02
1bf203aee726c7e01051d074b30b9307,1bf203aee726c7e01051d074b30b9307,1,0,0,0,0.72,0.02,0.16,0.02
c8b4226399e308974aaf081d2aeb7c10,c8b4226399e308974aaf081d2aeb7c10,1,0,0,0,0.68,0.06,0.2,0.0
c05100587f32351794ece722ad18dc08,c05100587f32351794ece722ad18dc08,0,1,0,0,0.16,0.1,0.18,0.04
970b3292c0508d3c92731814a1a4b449,970b3292c0508d3c92731814a1a4b449,0,0,0,1,0.22,0.0,0.08,0.74
3cea85ac60017686886e3da973528959,3cea85ac60017686886e3da973528959,1,0,0,0,0.74,0.04,0.18,0.02
de0332ab3de4dc1f1c1e5fec1d11cd5a,de0332ab3de4dc1f1c1e5fec1d11cd5a,1,0,0,0,0.66,0.02,0.14,0.04
34161f3f0c5a14894f2fcd7ea603b691,34161f3f0c5a14894f2fcd7ea603b691,1,0,0,0,0.8,0.12,0.2,0.04
cb51e8d3f1e6e047753b8286981526d6,cb51e8d3f1e6e047753b8286981526d6,0,1,0,0,0.14,0.66,0.2,0.0
f8f3cffc19d6d244531567caee5b3958,f8f3cffc19d6d244531567caee5b3958,1,0,0,0,0.68,0.02,0.16,0.08
bdf27236801da83303f50d9fd9b07721,bdf27236801da83303f50d9fd9b07721,0,0,0,1,0.22,0.0,0.24,0.52
8589420655d9a396be76956355984dde,8589420655d9a396be76956355984dde,0,0,1,0,0.22,0.02,0.72,0.06
3d020ddebb12ea6962643e6aac8d4066,3d020ddebb12ea6962643e6aac8d4066,0,0,0,1,0.2,0.04,0.06,0.66
9af22fc1f1abf9149f842412e43b0f42,9af22fc1f1abf9149f842412e43b0f42,1,0,0,0,0.36,0.14,0.16,0.04
b77d971d9d257c359a6a856bbaede461,b77d971d9d257c359a6a856bbaede461,1,0,0,0,0.84,0.02,0.14,0.02
e1802eee7e00ea5c29bb0865eb9241cf,e1802eee7e00ea5c29bb0865eb9241cf,1,0,0,0,0.78,0.02,0.18,0.0
545c962d4beb710ac7cc00e16489483f,545c962d4beb710ac7cc00e16489483f,0,0,0,1,0.12,0.08,0.12,0.26
ba978700539eb0b94fe85e5ce9027677,ba978700539eb0b94fe85e5ce9027677,0,0,0,1,0.08,0.0,0.16,0.66
29acccd99494df9fd2b4c44a1b9b7721,29acccd99494df9fd2b4c44a1b9b7721,1,0,0,0,0.7,0.04,0.08,0.08
2659c8dc49cbc903621087eb47f5bddc,2659c8dc49cbc903621087eb47f5bddc,0,0,1,0,0.2,0.04,0.84,0.06
4a3f7a68782c1c1890698e97bf9a1567,4a3f7a68782c1c1890698e97bf9a1567,0,0,0,1,0.08,0.08,0.46,0.12
4c48a496e69414e6f0f87e2bf3c24c35,4c48a496e69414e6f0f87e2bf3c24c35,0,0,1,0,0.34,0.0,0.78,0.08
af711eff9f7156d5e819c0676fd499db,af711eff9f7156d5e819c0676fd499db,1,0,0,0,0.46,0.08,0.18,0.0
bd9ad63682246f7b2e7f677694f68007,bd9ad63682246f7b2e7f677694f68007,1,0,0,0,0.74,0.02,0.18,0.02
23615e6d10529f6f0e49b8ec4ff0715c,23615e6d10529f6f0e49b8ec4ff0715c,0,0,1,0,0.2,0.04,0.72,0.06
93b2b57f9c19eaf59632bece116e5817,93b2b57f9c19eaf59632bece116e5817,0,1,0,0,0.18,0.52,0.16,0.1
338171aa7f56ae6902086aef47bc3120,338171aa7f56ae6902086aef47bc3120,0,1,0,0,0.12,0.62,0.12,0.04
b44890a6997f565e36243318a2135e11,b44890a6997f565e36243318a2135e11,1,0,0,0,0.76,0.02,0.14,0.0
f88aaff81ed375ad472dcf1731f530b8,f88aaff81ed375ad472dcf1731f530b8,1,0,0,0,0.72,0.02,0.18,0.12
c5792d7bbbcbefd0931d83e769ccb9b3,c5792d7bbbcbefd0931d83e769ccb9b3,0,1,0,0,0.06,0.58,0.2,0.08
0955bae491b791c0987c59bc07ee07a5,0955bae491b791c0987c59bc07ee07a5,0,0,1,0,0.12,0.02,0.76,0.08
1033bb6dd1b3c06f9d1ef4e0d9f40b62,1033bb6dd1b3c06f9d1ef4e0d9f40b62,1,0,0,0,0.68,0.06,0.16,0.18
1d43cc9feca23d71bae3837437b12f84,1d43cc9feca23d71bae3837437b12f84,0,1,0,0,0.12,0.08,0.14,0.06
e1d58911485a7e52a961b9d33b045f02,e1d58911485a7e52a961b9d33b045f02,0,1,0,0,0.12,0.68,0.28,0.06
f389b3f565713920d39a923ff665109c,f389b3f565713920d39a923ff665109c,0,0,1,0,0.14,0.0,0.78,0.1
87603ff91960b27960960d86ef0b2adc,87603ff91960b27960960d86ef0b2adc,1,0,0,0,0.74,0.02,0.12,0.04
3515e707b2139b02dcbdd2d1c2bac822,3515e707b2139b02dcbdd2d1c2bac822,0,0,0,1,0.08,0.02,0.2,0.72
f022836e82a796f764b15fb156cdcbae,f022836e82a796f764b15fb156cdcbae,0,0,1,0,0.24,0.06,0.84,0.12
04b067ed8041192b9a59aa6290789113,04b067ed8041192b9a59aa6290789113,1,0,0,0,0.82,0.0,0.56,0.02
6d275ab37ad3a0016294ab452e44bfaf,6d275ab37ad3a0016294ab452e44bfaf,0,0,1,0,0.16,0.04,0.78,0.0
31b3e0d7e9d0fea51921bff4fa5a9e7c,31b3e0d7e9d0fea51921bff4fa5a9e7c,0,0,1,0,0.26,0.0,0.74,0.12
b4e60e405f920172feeb65134c5936de,b4e60e405f920172feeb65134c5936de,0,0,1,0,0.06,0.1,0.52,0.14
d66d4b88abfa56ee80d2f3ecd3f7dadc,d66d4b88abfa56ee80d2f3ecd3f7dadc,1,0,0,0,0.44,0.0,0.12,0.02
0142fe0885d96530f03df00857dbd6d9,0142fe0885d96530f03df00857dbd6d9,1,0,0,0,0.78,0.06,0.18,0.08
33cbe50cb8674bc4a824a3639f6ec52a,33cbe50cb8674bc4a824a3639f6ec52a,1,0,0,0,0.82,0.08,0.34,0.06
caecaf6ccb79d7831dcbecc8c34ff342,caecaf6ccb79d7831dcbecc8c34ff342,0,0,0,1,0.14,0.02,0.16,0.7
e9d2aaf7fdf00158ce48eebf56478dd4,e9d2aaf7fdf00158ce48eebf56478dd4,0,0,1,0,0.1,0.02,0.78,0.0
daaabe797312cbeda287beddbbddb45b,daaabe797312cbeda287beddbbddb45b,0,1,0,0,0.2,0.64,0.38,0.06
8ba76350a7b657972f263cba64a0f8bb,8ba76350a7b657972f263cba64a0f8bb,0,0,0,1,0.14,0.16,0.04,0.76
fd7531062b1db11f251785d338addfa0,fd7531062b1db11f251785d338addfa0,0,0,1,0,0.18,0.04,0.74,0.14
6821918e09d9779cad0793292f5afc82,6821918e09d9779cad0793292f5afc82,0,1,0,0,0.12,0.76,0.1,0.14
e49cf489527760a7320a18db73dde5e2,e49cf489527760a7320a18db73dde5e2,0,0,1,0,0.12,0.0,0.72,0.04
d3a4b6836737fa08b702ddcc97bc0766,d3a4b6836737fa08b702ddcc97bc0766,1,0,0,0,0.72,0.0,0.16,0.02
4793bf012f900019c2c135f85a07727d,4793bf012f900019c2c135f85a07727d,0,0,0,1,0.14,0.1,0.12,0.7
50311875a7ae029b0b33b7f72689ad41,50311875a7ae029b0b33b7f72689ad41,0,0,0,1,0.12,0.02,0.28,0.66
50032a8122d0e079a9d55003539abdeb,50032a8122d0e079a9d55003539abdeb,1,0,0,0,0.28,0.02,0.18,0.04
4ab277afc9a41ea39916082e43fc4da7,4ab277afc9a41ea39916082e43fc4da7,0,0,1,0,0.12,0.04,0.76,0.08
9cdb3d1be077be4747adda9926408aff,9cdb3d1be077be4747adda9926408aff,0,0,1,0,0.08,0.04,0.78,0.0
04e04b2a9d67d4a052fc0a6bb4bfd94d,04e04b2a9d67d4a052fc0a6bb4bfd94d,1,0,0,0,0.78,0.02,0.16,0.02
4a629aec7d4e95aaf7d7aeca31ead106,4a629aec7d4e95aaf7d7aeca31ead106,0,1,0,0,0.56,0.68,0.12,0.08
96c39309dc88fd90a94b6dcf42c2a9c0,96c39309dc88fd90a94b6dcf42c2a9c0,0,0,1,0,0.14,0.04,0.74,0.06
9e0279a7289f8f32214ee81a85a3fda5,9e0279a7289f8f32214ee81a85a3fda5,0,1,0,0,0.4,0.66,0.12,0.02
839ed0241ccc426f7ac0616cdb9fde70,839ed0241ccc426f7ac0616cdb9fde70,0,0,1,0,0.12,0.06,0.88,0.06
c4272d5bd62ad05cdcb4926be13cb163,c4272d5bd62ad05cdcb4926be13cb163,0,0,0,1,0.14,0.02,0.12,0.64
65657e957ae9c61ceeeab4356e003c4b,65657e957ae9c61ceeeab4356e003c4b,1,0,0,0,0.84,0.04,0.02,0.02
ac6832084e4aab10586099f455ca0062,ac6832084e4aab10586099f455ca0062,0,0,1,0,0.12,0.08,0.86,0.08
eed3878d772a051ee2902871dc4e1cd2,eed3878d772a051ee2902871dc4e1cd2,0,0,1,0,0.06,0.02,0.8,0.06
28106e179ec9b87a70fe6896a126deeb,28106e179ec9b87a70fe6896a126deeb,0,0,1,0,0.18,0.04,0.7,0.1
bd2030f8bcb304b443793c22bbb5f8aa,bd2030f8bcb304b443793c22bbb5f8aa,0,0,1,0,0.08,0.04,0.84,0.02
6ffee46414c28e0c4d2bcf4a148a6164,6ffee46414c28e0c4d2bcf4a148a6164,0,0,1,0,0.08,0.18,0.78,0.06
b993a12a17e9cd04d7aa8325dded14ae,b993a12a17e9cd04d7aa8325dded14ae,1,0,0,0,0.8,0.04,0.3,0.06
3e4e076a075fd9b42897ed82e717507b,3e4e076a075fd9b42897ed82e717507b,0,1,0,0,0.32333333333333336,0.22,0.135,0.08
166b3212f02a0a1f134abe2722baf01e,166b3212f02a0a1f134abe2722baf01e,1,0,0,0,0.72,0.06,0.16,0.06
877dc37ddaa15afcdbd837088874047c,877dc37ddaa15afcdbd837088874047c,0,0,1,0,0.14,0.12,0.82,0.04
85ce9dbe8746c7db4a384c14533fa3c8,85ce9dbe8746c7db4a384c14533fa3c8,1,0,0,0,0.72,0.0,0.32,0.02
061a96551b04a7bcb67cde675dc1e939,061a96551b04a7bcb67cde675dc1e939,0,0,1,0,0.2,0.04,0.78,0.0
9611c8ee5638d298496db5e19a3df031,9611c8ee5638d298496db5e19a3df031,0,0,1,0,0.5,0.08,0.78,0.02
352b2fdb34d6225687ba697a0cca5254,352b2fdb34d6225687ba697a0cca5254,0,0,1,0,0.12,0.08,0.34,0.16
152d53fdea63fe96c62f1f28935800fd,152d53fdea63fe96c62f1f28935800fd,0,0,1,0,0.02,0.0,0.82,0.0
d9e9c88dff5f1d212cd4d609fd18b8f3,d9e9c88dff5f1d212cd4d609fd18b8f3,0,0,0,1,0.3,0.04,0.08,0.14
144c16130ca4d242bd4d30e7f69ad4e7,144c16130ca4d242bd4d30e7f69ad4e7,0,0,1,0,0.14,0.0,0.84,0.04
bdd49b2df269cda92a065a2de4cab4bd,bdd49b2df269cda92a065a2de4cab4bd,1,0,0,0,0.68,0.1,0.2,0.02
80ec806267b2f0d8fd5244e294076f66,80ec806267b2f0d8fd5244e294076f66,1,0,0,0,0.88,0.1,0.06,0.0
099ac489d9a6ca9487ee9442d190eb2d,099ac489d9a6ca9487ee9442d190eb2d,0,0,1,0,0.18,0.06,0.72,0.06
9227f0be338497a53a94d6782544d3c3,9227f0be338497a53a94d6782544d3c3,1,0,0,0,0.7083333333333335,0.0,0.22,0.02
46d50bc3b2173501fec0371cac40cf3b,46d50bc3b2173501fec0371cac40cf3b,1,0,0,0,0.72,0.06,0.14,0.06
cd2fbc3269ac4f2228994fc398d6bb3a,cd2fbc3269ac4f2228994fc398d6bb3a,0,0,1,0,0.16,0.02,0.82,0.06
db106be802310159fea0d9f0f50e22cf,db106be802310159fea0d9f0f50e22cf,1,0,0,0,0.72,0.0,0.32,0.0
1462a8f4bb3a4025635797758e84c93f,1462a8f4bb3a4025635797758e84c93f,0,0,0,1,0.14,0.04,0.16,0.68
cfa32b21be1c26ab0b8a4986912979f8,cfa32b21be1c26ab0b8a4986912979f8,1,0,0,0,0.78,0.16,0.32,0.1
143ec445e8991d3569300ffd319d2a6f,143ec445e8991d3569300ffd319d2a6f,1,0,0,0,0.86,0.1,0.16,0.08
54ac47e53d15bf5a7ca4cd0edff090dc,54ac47e53d15bf5a7ca4cd0edff090dc,0,0,1,0,0.14,0.06,0.74,0.06
599d377d96b184f7f7f4ead13f532c25,599d377d96b184f7f7f4ead13f532c25,0,0,1,0,0.18,0.0,0.76,0.02
edcbbfca207c8d553848cce79078a22f,edcbbfca207c8d553848cce79078a22f,0,0,1,0,0.5,0.02,0.76,0.04
4e00f0e6067926048b23b7854d92453a,4e00f0e6067926048b23b7854d92453a,0,0,0,1,0.1,0.14,0.12,0.64
55790c106548ff8f34965f87520eb6a5,55790c106548ff8f34965f87520eb6a5,0,0,1,0,0.12,0.06,0.78,0.06
fff77b39483a81ade5df3aa5c37676c0,fff77b39483a81ade5df3aa5c37676c0,1,0,0,0,0.78,0.18,0.2,0.08
9c822b6c9d7a29024defe53d81b28657,9c822b6c9d7a29024defe53d81b28657,0,0,1,0,0.16,0.08,0.78,0.04
3b82786f46d5c318f00ba710e79c3c55,3b82786f46d5c318f00ba710e79c3c55,1,0,0,0,0.78,0.08,0.16,0.0
9752b63700dffd2390df4273693b10d7,9752b63700dffd2390df4273693b10d7,0,0,0,1,0.2,0.02,0.12,0.86
50a059a9dda49eb84b173bee21705624,50a059a9dda49eb84b173bee21705624,0,0,1,0,0.12,0.0,0.74,0.1
f9c04f7b0a8a547a04777f6bea61ca90,f9c04f7b0a8a547a04777f6bea61ca90,1,0,0,0,0.76,0.04,0.12,0.12
7ff10c446acfdbc5317563c1d242e78e,7ff10c446acfdbc5317563c1d242e78e,0,0,1,0,0.08,0.06,0.66,0.04
930a064fd609d5e867589ed76b42c6a2,930a064fd609d5e867589ed76b42c6a2,0,0,1,0,0.18,0.02,0.88,0.14
3a7b093b6928c886d13ff86ead5176b9,3a7b093b6928c886d13ff86ead5176b9,1,0,0,0,0.6822222222222223,0.0,0.04666666666666666,0.1
8faa2758490892752446d567a5cefc9a,8faa2758490892752446d567a5cefc9a,0,0,1,0,0.16,0.04,0.84,0.02
36689ae5cf782e1f71380d80563832f9,36689ae5cf782e1f71380d80563832f9,0,0,1,0,0.1,0.02,0.8,0.04
cb9e97ae2845db818f62d150c402488b,cb9e97ae2845db818f62d150c402488b,0,0,1,0,0.24,0.0,0.84,0.0
40b4196b718ccf04dc9dce5b8a8a810a,40b4196b718ccf04dc9dce5b8a8a810a,0,1,0,0,0.36,0.72,0.06,0.18
c77cd254648818ccaa88376df8a7d67f,c77cd254648818ccaa88376df8a7d67f,0,0,0,1,0.06,0.02,0.14,0.24
fd9b1ab78a85e5e108d642b83a7d4a43,fd9b1ab78a85e5e108d642b83a7d4a43,0,0,0,1,0.12,0.0,0.28,0.62
0e04db00d621d2fae71795545ad45442,0e04db00d621d2fae71795545ad45442,0,0,1,0,0.14,0.06,0.82,0.04
0415bd332a0d11a9b3fe298c67177d63,0415bd332a0d11a9b3fe298c67177d63,0,1,0,0,0.08,0.78,0.2,0.02
ab6c880e4448013dc1df0a571adf0543,ab6c880e4448013dc1df0a571adf0543,0,0,1,0,0.14,0.1,0.68,0.02
9647f596b43e0c0977413c38241cc975,9647f596b43e0c0977413c38241cc975,1,0,0,0,0.68,0.02,0.36,0.12
fbeb02fb41c305a7841b910a05dfdd0a,fbeb02fb41c305a7841b910a05dfdd0a,0,0,1,0,0.32,0.04,0.82,0.04
37062170cd04bdc51d1f4714df5cf8e7,37062170cd04bdc51d1f4714df5cf8e7,0,0,1,0,0.18,0.06,0.82,0.06
3628b278afa29a73355b8bb4309b847b,3628b278afa29a73355b8bb4309b847b,0,0,0,1,0.16,0.06,0.12,0.06
6d924b763faf821d4353ed40a50c05ea,6d924b763faf821d4353ed40a50c05ea,1,0,0,0,0.34,0.02,0.22,0.0
aa98fc1e6918e044b36698cc1805d964,aa98fc1e6918e044b36698cc1805d964,0,1,0,0,0.16,0.58,0.06,0.04
590f505306f5a12b23bb2caf2ce54814,590f505306f5a12b23bb2caf2ce54814,0,0,1,0,0.04,0.0,0.86,0.1
1e8b5f27ad3f01d0f17b178e1c4c8c92,1e8b5f27ad3f01d0f17b178e1c4c8c92,1,0,0,0,0.7,0.06,0.1,0.08
7fd9afd209a994c8eebc5fa2ea9afaf2,7fd9afd209a994c8eebc5fa2ea9afaf2,0,0,1,0,0.2,0.08,0.74,0.02
ac12f4992c1a6a821e982c24fbb7b17d,ac12f4992c1a6a821e982c24fbb7b17d,1,0,0,0,0.78,0.02,0.14,0.06
a4cd1f2cb04b1cfe45b6dd1316b2c803,a4cd1f2cb04b1cfe45b6dd1316b2c803,1,0,0,0,0.86,0.04,0.18,0.0
0dc09f03c8e85dc46a680d75d0678861,0dc09f03c8e85dc46a680d75d0678861,1,0,0,0,0.68,0.08,0.12,0.04
9af782b4f870b1f46c90c1f7aa100b47,9af782b4f870b1f46c90c1f7aa100b47,0,0,1,0,0.04,0.02,0.84,0.06
02863cfa6c9e7406514a5fbb5682665f,02863cfa6c9e7406514a5fbb5682665f,1,0,0,0,0.7,0.04,0.36,0.04
d1f1e8fd7f241edf99c27c37f3b38ab4,d1f1e8fd7f241edf99c27c37f3b38ab4,0,0,0,1,0.06,0.04,0.08,0.06
